39.0,0.18931357564958806,10.0,0.7646582990021473,NaN,NaN,57.0,17.0,16.0,0.029238176306022545,
20.0,0.3601836339861054,55.0,0.15442237982338813,NaN,NaN,3.0,51.0,15.0,0.8580153593831114,
4.0,0.38924653473522697,64.0,0.755398764650645,NaN,NaN,23.0,32.0,25.0,0.10461636131229057,
72.0,0.08973943638779835,55.0,0.01876136460887623,NaN,NaN,18.0,25.0,74.0,0.9526667036090471,
89.0,0.5781703291594977,32.0,0.20307340342931546,NaN,NaN,73.0,48.0,92.0,0.2355386035621383,
1.0,0.7624742721761915,65.0,0.7162773218735442,NaN,NaN,79.0,25.0,66.0,0.8536424022333834,
40.0,0.4712518968043682,98.0,0.10809182540316853,NaN,NaN,19.0,80.0,7.0,0.8276587196486872,
58.0,0.3188110786467263,52.0,0.16285570067877686,NaN,NaN,83.0,82.0,72.0,0.8421607617676837,
20.0,0.1875592614047379,33.0,0.950256702289177,NaN,NaN,7.0,86.0,61.0,0.2902686405319508,
86.0,0.5597004770320979,32.0,0.26196096544595937,NaN,NaN,61.0,88.0,49.0,0.9060232483492928,
30.0,0.6174336194574951,12.0,0.9420778764976138,NaN,NaN,50.0,25.0,97.0,0.10553833499089305,
73.0,0.3780109483726599,40.0,0.39829017901598895,NaN,NaN,98.0,65.0,55.0,0.7788916499148327,
86.0,0.75576204457302,94.0,0.7536143975323729,NaN,NaN,5.0,11.0,95.0,0.14243043355003238,
15.0,0.8201882559399011,53.0,0.5087613284464682,NaN,NaN,82.0,8.0,52.0,0.8132051973047394,
72.0,0.6303948907876009,63.0,0.8548173775875729,NaN,NaN,82.0,38.0,10.0,0.7458965870103086,
31.0,0.3052436369514757,56.0,0.37993802330616855,NaN,NaN,75.0,81.0,98.0,0.07324446633606951,
94.0,0.5556195255578031,88.0,0.7575457654795643,NaN,NaN,42.0,46.0,94.0,0.6211051052967873,
83.0,0.6887082982944771,3.0,0.03836879624259126,NaN,NaN,3.0,80.0,24.0,0.6359206276725617,
81.0,0.4315064573664652,98.0,0.3388720549553832,NaN,NaN,77.0,51.0,66.0,0.7830049013471574,
0.0,0.9740068766326351,51.0,0.9591476953104251,NaN,NaN,33.0,15.0,14.0,0.9303780063991602,
70.0,0.20193349010907957,40.0,0.6961391715451929,NaN,NaN,7.0,94.0,64.0,0.6902346517512449,
58.0,0.20496848553464286,42.0,0.7513404033297014,NaN,NaN,76.0,93.0,56.0,0.42745358635785424,
71.0,0.261783757758856,70.0,0.29106672842263115,NaN,NaN,89.0,88.0,86.0,0.9149164781365537,
98.0,0.02080701209031577,60.0,0.8582099497625735,NaN,NaN,32.0,47.0,55.0,0.5787059949037946,
59.0,0.24908225195439693,12.0,0.23411953781014905,NaN,NaN,55.0,14.0,87.0,0.6873533501517162,
95.0,0.12200420045211835,25.0,0.5670013456773195,NaN,NaN,90.0,1.0,72.0,0.060528311178652094,
45.0,0.7178913640491685,81.0,0.9791230201768825,NaN,NaN,23.0,70.0,3.0,0.4779739820115254,
48.0,0.495275619767632,65.0,0.5425891057394281,NaN,NaN,91.0,85.0,23.0,0.4236132123397216,
85.0,0.4550954431400298,74.0,0.22257198469347383,NaN,NaN,42.0,64.0,67.0,0.6450490481613393,
0.0,0.18342658931292422,54.0,0.147238903193322,NaN,NaN,96.0,16.0,87.0,0.2619416010671122,
24.0,0.6683587076659894,57.0,0.6744449116637408,NaN,NaN,71.0,27.0,51.0,0.13706588783401785,
73.0,0.23383612501050743,84.0,0.5918272561197586,NaN,NaN,9.0,8.0,71.0,0.7020534488960462,
30.0,0.30995602315652737,61.0,0.48373285006828104,NaN,NaN,30.0,39.0,41.0,0.6611081789814244,
